transaction_date,value_date,description,reference,debit,credit,balance
2024-03-03,2024-03-03,Project payment - Customer_0012,REF43015880,0.0,81.55,218254.31
2024-03-03,2024-03-03,Service payment - Customer_0075,REF88597028,0.0,108.65,218362.96
2024-03-03,2024-03-03,Payment from Customer_0031,REF78843726,0.0,94.04,218457.0
2024-03-03,2024-03-03,Invoice payment - Customer_0055,REF34602225,0.0,71.59,218528.59
2024-03-03,2024-03-03,Invoice payment - Customer_0048,REF28554707,0.0,92.02,218620.61
2024-03-03,2024-03-03,Invoice payment - Customer_0035,REF49945166,0.0,110.59,218731.2
2024-03-03,2024-03-03,Service payment - Customer_0017,REF51164861,0.0,71.73,218802.93
2024-03-03,2024-03-03,Project payment - Customer_0021,REF29256403,0.0,60.85,218863.78
2024-03-03,2024-03-03,Service payment - Customer_0018,REF58953224,0.0,86.07,218949.85
2024-03-04,2024-03-04,Service payment - Customer_0028,REF89557856,0.0,110.02,219059.87
2024-03-04,2024-03-04,Payment from Customer_0026,REF26602914,0.0,110.21,219170.08
2024-03-04,2024-03-04,Service payment - Customer_0013,REF66609710,0.0,80.84,219250.92
2024-03-04,2024-03-04,Service payment - Customer_0027,REF33336276,0.0,74.31,219325.23
2024-03-04,2024-03-04,Service payment - Customer_0083,REF41619851,0.0,73.13,219398.36
2024-03-04,2024-03-04,Project payment - Customer_0044,REF91670423,0.0,43.36,219441.72
2024-03-04,2024-03-04,Project payment - Customer_0094,REF98976212,0.0,98.35,219540.07
2024-03-04,2024-03-04,Invoice payment - Customer_0040,REF23408782,0.0,41.16,219581.23
2024-03-04,2024-03-04,Project payment - Customer_0021,REF67796654,0.0,54.45,219635.68
2024-03-04,2024-03-04,Payment from Customer_0075,REF79494031,0.0,138.88,219774.56
2024-03-04,2024-03-04,Service payment - Customer_0092,REF97694831,0.0,64.26,219838.82
2024-03-04,2024-03-04,Invoice payment - Customer_0060,REF45415861,0.0,89.87,219928.69
2024-03-04,2024-03-04,Service payment - Customer_0042,REF31632932,0.0,88.89,220017.58
2024-03-04,2024-03-04,Service payment - Customer_0089,REF57517041,0.0,138.96,220156.54
2024-03-05,2024-03-05,Invoice payment - Customer_0063,REF67704758,0.0,63.4,220219.94
2024-03-05,2024-03-05,Project payment - Customer_0049,REF55483571,0.0,92.69,220312.63
2024-03-05,2024-03-05,Project payment - Customer_0010,REF32072887,0.0,70.49,220383.12
2024-03-05,2024-03-05,Payment from Customer_0002,REF42790444,0.0,99.68,220482.8
2024-03-05,2024-03-05,Payment from Customer_0052,REF36099418,0.0,45.33,220528.13
2024-03-05,2024-03-05,Service payment - Customer_0012,REF72841627,0.0,94.66,220622.79
2024-03-05,2024-03-05,Inventory purchase,REF79456692,2318.72,0.0,218304.07
2024-03-06,2024-03-06,Project payment - Customer_0018,REF85124998,0.0,73.79,218377.86
2024-03-06,2024-03-06,Service payment - Customer_0044,REF97184618,0.0,28.01,218405.87
2024-03-06,2024-03-06,Invoice payment - Customer_0086,REF45657102,0.0,46.3,218452.17
2024-03-06,2024-03-06,Invoice payment - Customer_0085,REF61960630,0.0,120.31,218572.48
2024-03-06,2024-03-06,Invoice payment - Customer_0067,REF96786291,0.0,109.14,218681.62
2024-03-06,2024-03-06,Payment from Customer_0061,REF66244711,0.0,122.58,218804.2
2024-03-06,2024-03-06,Invoice payment - Customer_0027,REF63213066,0.0,97.64,218901.84
2024-03-06,2024-03-06,Payment from Customer_0002,REF85847030,0.0,76.64,218978.48
2024-03-06,2024-03-06,Payment from Customer_0063,REF41040241,0.0,58.64,219037.12
2024-03-07,2024-03-07,Service payment - Customer_0084,REF63931908,0.0,77.11,219114.23
2024-03-07,2024-03-07,Payment from Customer_0022,REF80612833,0.0,86.37,219200.6
2024-03-07,2024-03-07,Service payment - Customer_0092,REF62082130,0.0,61.37,219261.97
2024-03-07,2024-03-07,Invoice payment - Customer_0089,REF23044865,0.0,124.6,219386.57
2024-03-07,2024-03-07,Payment from Customer_0046,REF83516112,0.0,137.73,219524.3
2024-03-07,2024-03-07,Payment from Customer_0053,REF88256089,0.0,105.78,219630.08
2024-03-07,2024-03-07,Service payment - Customer_0047,REF23716863,0.0,114.5,219744.58
2024-03-07,2024-03-07,Project payment - Customer_0037,REF48401067,0.0,178.04,219922.62
2024-03-07,2024-03-07,Service payment - Customer_0073,REF27411797,0.0,120.25,220042.87
2024-03-07,2024-03-07,Service payment - Customer_0055,REF88057060,0.0,45.28,220088.15
2024-03-07,2024-03-07,Project payment - Customer_0090,REF88708174,0.0,111.82,220199.97
2024-03-07,2024-03-07,Service payment - Customer_0061,REF82434425,0.0,98.43,220298.4
2024-03-07,2024-03-07,Project payment - Customer_0083,REF44204567,0.0,75.53,220373.93
2024-03-07,2024-03-07,Invoice payment - Customer_0077,REF74155248,0.0,105.85,220479.78
2024-03-07,2024-03-07,Payment from Customer_0070,REF36575788,0.0,48.0,220527.78
2024-03-08,2024-03-08,Invoice payment - Customer_0047,REF91586148,0.0,97.38,220625.16
2024-03-08,2024-03-08,Invoice payment - Customer_0058,REF76355299,0.0,33.29,220658.45
2024-03-08,2024-03-08,Project payment - Customer_0035,REF17706259,0.0,121.54,220779.99
2024-03-08,2024-03-08,Payment from Customer_0086,REF43964932,0.0,88.24,220868.23
2024-03-08,2024-03-08,Payment from Customer_0054,REF61825035,0.0,82.28,220950.51
2024-03-08,2024-03-08,Payment from Customer_0053,REF47644719,0.0,150.27,221100.78
2024-03-08,2024-03-08,Inventory purchase,REF17405401,3365.12,0.0,217735.66
2024-03-08,2024-03-08,Invoice payment - Customer_0027,REF62121505,0.0,84.56,217820.22
2024-03-08,2024-03-08,Invoice payment - Customer_0038,REF43102625,0.0,66.92,217887.14
2024-03-08,2024-03-08,Project payment - Customer_0033,REF31820751,0.0,72.09,217959.23
2024-03-08,2024-03-08,Payment from Customer_0031,REF36399266,0.0,99.9,218059.13
2024-03-08,2024-03-08,Service payment - Customer_0017,REF35464022,0.0,73.86,218132.99
2024-03-08,2024-03-08,Service payment - Customer_0022,REF79602702,0.0,85.06,218218.05
2024-03-09,2024-03-09,Payment from Customer_0009,REF90413016,0.0,90.68,218308.73
2024-03-09,2024-03-09,Service payment - Customer_0072,REF54411375,0.0,142.28,218451.01
2024-03-09,2024-03-09,Project payment - Customer_0079,REF90352312,0.0,84.69,218535.7
2024-03-09,2024-03-09,Invoice payment - Customer_0057,REF96983923,0.0,121.73,218657.43
2024-03-09,2024-03-09,Service payment - Customer_0020,REF40624424,0.0,155.87,218813.3
2024-03-09,2024-03-09,Project payment - Customer_0001,REF24530337,0.0,87.08,218900.38
2024-03-10,2024-03-10,Employee payroll,REF79147618,3540.94,0.0,215359.44
2024-03-10,2024-03-10,Professional Services expense,REF47905026,156.39,0.0,215203.05
2024-03-10,2024-03-10,Project payment - Customer_0021,REF86579541,0.0,63.53,215266.58
2024-03-10,2024-03-10,Project payment - Customer_0060,REF47431426,0.0,95.59,215362.17
2024-03-10,2024-03-10,Service payment - Customer_0079,REF84378195,0.0,85.41,215447.58
2024-03-10,2024-03-10,Payment from Customer_0080,REF38387933,0.0,38.17,215485.75
2024-03-10,2024-03-10,Payment from Customer_0077,REF47008361,0.0,86.56,215572.31
2024-03-10,2024-03-10,Payment from Customer_0015,REF91900219,0.0,93.03,215665.34
2024-03-10,2024-03-10,Service payment - Customer_0072,REF91912721,0.0,126.46,215791.8
2024-03-11,2024-03-11,Project payment - Customer_0050,REF82057316,0.0,138.91,215930.71
2024-03-11,2024-03-11,Service payment - Customer_0049,REF14642836,0.0,90.2,216020.91
2024-03-11,2024-03-11,Project payment - Customer_0033,REF26072830,0.0,75.78,216096.69
2024-03-11,2024-03-11,Payment from Customer_0008,REF59395567,0.0,78.95,216175.64
2024-03-11,2024-03-11,Payment from Customer_0091,REF20352313,0.0,142.67,216318.31
2024-03-11,2024-03-11,Payment from Customer_0005,REF43836476,0.0,41.95,216360.26
2024-03-11,2024-03-11,Payment from Customer_0073,REF90698342,0.0,151.4,216511.66
2024-03-12,2024-03-12,Invoice payment - Customer_0064,REF24411707,0.0,42.89,216554.55
2024-03-12,2024-03-12,Invoice payment - Customer_0001,REF30640739,0.0,79.88,216634.43
2024-03-12,2024-03-12,Project payment - Customer_0028,REF53531192,0.0,80.91,216715.34
2024-03-12,2024-03-12,Invoice payment - Customer_0062,REF73913880,0.0,77.28,216792.62
2024-03-12,2024-03-12,Project payment - Customer_0080,REF14965424,0.0,38.82,216831.44
2024-03-12,2024-03-12,Invoice payment - Customer_0071,REF55654736,0.0,42.47,216873.91
2024-03-12,2024-03-12,Payment from Customer_0077,REF55826691,0.0,93.12,216967.03
2024-03-12,2024-03-12,Invoice payment - Customer_0040,REF28415592,0.0,36.36,217003.39
2024-03-12,2024-03-12,Invoice payment - Customer_0045,REF40599952,0.0,85.49,217088.88
2024-03-12,2024-03-12,Service payment - Customer_0023,REF63694180,0.0,121.29,217210.17
2024-03-12,2024-03-12,Project payment - Customer_0075,REF39996701,0.0,132.98,217343.15
2024-03-13,2024-03-13,Invoice payment - Customer_0010,REF11579911,0.0,108.03,217451.18
2024-03-13,2024-03-13,Payment from Customer_0081,REF52968800,0.0,88.59,217539.77
2024-03-13,2024-03-13,Project payment - Customer_0079,REF80476152,0.0,62.75,217602.52
2024-03-13,2024-03-13,Project payment - Customer_0068,REF41437776,0.0,43.78,217646.3
2024-03-13,2024-03-13,Service payment - Customer_0063,REF48748579,0.0,74.83,217721.13
2024-03-13,2024-03-13,Invoice payment - Customer_0047,REF32555433,0.0,108.86,217829.99
2024-03-13,2024-03-13,Project payment - Customer_0041,REF94048749,0.0,135.0,217964.99
2024-03-13,2024-03-13,Project payment - Customer_0074,REF75352356,0.0,55.28,218020.27
2024-03-14,2024-03-14,Invoice payment - Customer_0050,REF33669460,0.0,181.97,218202.24
2024-03-14,2024-03-14,Service payment - Customer_0058,REF61637173,0.0,37.26,218239.5
2024-03-14,2024-03-14,Service payment - Customer_0066,REF49199841,0.0,61.41,218300.91
2024-03-14,2024-03-14,Service payment - Customer_0051,REF94305998,0.0,87.11,218388.02
2024-03-14,2024-03-14,Invoice payment - Customer_0005,REF83705715,0.0,31.17,218419.19
2024-03-14,2024-03-14,Project payment - Customer_0091,REF52993937,0.0,179.25,218598.44
2024-03-15,2024-03-15,Invoice payment - Customer_0079,REF75453788,0.0,80.85,218679.29
2024-03-15,2024-03-15,Service payment - Customer_0042,REF89269001,0.0,87.45,218766.74
2024-03-15,2024-03-15,Invoice payment - Customer_0061,REF42819973,0.0,141.12,218907.86
2024-03-15,2024-03-15,Business insurance premium,REF90978084,169.66,0.0,218738.2
2024-03-15,2024-03-15,Project payment - Customer_0073,REF45869632,0.0,92.0,218830.2
2024-03-15,2024-03-15,Service payment - Customer_0092,REF17629172,0.0,73.6,218903.8
2024-03-15,2024-03-15,Project payment - Customer_0033,REF74408026,0.0,80.61,218984.41
2024-03-15,2024-03-15,Payment from Customer_0044,REF86320550,0.0,38.62,219023.03
2024-03-15,2024-03-15,Payment from Customer_0072,REF61410938,0.0,116.14,219139.17
2024-03-15,2024-03-15,Service payment - Customer_0034,REF58755910,0.0,86.72,219225.89
2024-03-16,2024-03-16,Service payment - Customer_0029,REF68048910,0.0,79.82,219305.71
2024-03-16,2024-03-16,Invoice payment - Customer_0048,REF28495109,0.0,94.16,219399.87
2024-03-16,2024-03-16,Payment from Customer_0095,REF94754187,0.0,72.08,219471.95
2024-03-16,2024-03-16,Pos Systems expense,REF30611080,65.1,0.0,219406.85
2024-03-16,2024-03-16,Project payment - Customer_0087,REF61132276,0.0,103.62,219510.47
2024-03-16,2024-03-16,Invoice payment - Customer_0037,REF41272353,0.0,152.54,219663.01
2024-03-16,2024-03-16,Invoice payment - Customer_0052,REF68166919,0.0,46.53,219709.54
2024-03-16,2024-03-16,Packaging Shipping expense,REF99891903,227.7,0.0,219481.84
2024-03-16,2024-03-16,Service payment - Customer_0051,REF43694582,0.0,82.04,219563.88
2024-03-17,2024-03-17,Project payment - Customer_0010,REF82903019,0.0,99.32,219663.2
2024-03-17,2024-03-17,Invoice payment - Customer_0011,REF49084947,0.0,128.88,219792.08
2024-03-17,2024-03-17,Service payment - Customer_0036,REF63904013,0.0,50.7,219842.78
2024-03-17,2024-03-17,Invoice payment - Customer_0028,REF51677030,0.0,110.6,219953.38
2024-03-17,2024-03-17,Project payment - Customer_0081,REF80517764,0.0,79.52,220032.9
2024-03-17,2024-03-17,Service payment - Customer_0024,REF16970586,0.0,89.21,220122.11
2024-03-17,2024-03-17,Payment from Customer_0084,REF27766719,0.0,89.16,220211.27
2024-03-17,2024-03-17,Project payment - Customer_0070,REF26695781,0.0,58.16,220269.43
2024-03-17,2024-03-17,Project payment - Customer_0013,REF53210055,0.0,79.22,220348.65
2024-03-17,2024-03-17,Invoice payment - Customer_0007,REF40492148,0.0,149.96,220498.61
2024-03-17,2024-03-17,Service payment - Customer_0091,REF92302782,0.0,144.47,220643.08
2024-03-18,2024-03-18,Service payment - Customer_0058,REF58699762,0.0,52.96,220696.04
2024-03-18,2024-03-18,Project payment - Customer_0091,REF18374367,0.0,117.99,220814.03
2024-03-18,2024-03-18,Payment from Customer_0090,REF65014882,0.0,75.11,220889.14
2024-03-18,2024-03-18,Service payment - Customer_0071,REF66422816,0.0,50.55,220939.69
2024-03-18,2024-03-18,Invoice payment - Customer_0045,REF36019971,0.0,92.48,221032.17
2024-03-18,2024-03-18,Payment from Customer_0070,REF57504710,0.0,60.51,221092.68
2024-03-19,2024-03-19,Invoice payment - Customer_0047,REF53550746,0.0,122.22,221214.9
2024-03-19,2024-03-19,Service payment - Customer_0013,REF55321975,0.0,60.44,221275.34
2024-03-19,2024-03-19,Invoice payment - Customer_0004,REF12795717,0.0,55.69,221331.03
2024-03-19,2024-03-19,Project payment - Customer_0028,REF81473872,0.0,98.43,221429.46
2024-03-19,2024-03-19,Service payment - Customer_0057,REF93916848,0.0,112.29,221541.75
2024-03-20,2024-03-20,Payment from Customer_0093,REF42577849,0.0,127.41,221669.16
2024-03-20,2024-03-20,Project payment - Customer_0018,REF83098253,0.0,89.12,221758.28
2024-03-20,2024-03-20,Project payment - Customer_0006,REF99153512,0.0,81.6,221839.88
2024-03-20,2024-03-20,Invoice payment - Customer_0047,REF59595282,0.0,102.3,221942.18
2024-03-20,2024-03-20,Project payment - Customer_0065,REF96197770,0.0,48.63,221990.81
2024-03-20,2024-03-20,Service payment - Customer_0044,REF83741647,0.0,38.42,222029.23
2024-03-20,2024-03-20,Service payment - Customer_0068,REF71542653,0.0,40.96,222070.19
2024-03-20,2024-03-20,Project payment - Customer_0098,REF40966874,0.0,74.26,222144.45
2024-03-20,2024-03-20,Invoice payment - Customer_0001,REF55232352,0.0,58.21,222202.66
2024-03-20,2024-03-20,Service payment - Customer_0071,REF64050315,0.0,29.33,222231.99
2024-03-20,2024-03-20,Pos Systems expense,REF44156543,94.93,0.0,222137.06
2024-03-21,2024-03-21,Invoice payment - Customer_0022,REF33822038,0.0,74.4,222211.46
2024-03-21,2024-03-21,Payment from Customer_0011,REF35637393,0.0,124.0,222335.46
2024-03-21,2024-03-21,Payment from Customer_0019,REF10203313,0.0,92.11,222427.57
2024-03-21,2024-03-21,Project payment - Customer_0018,REF75251013,0.0,60.09,222487.66
2024-03-22,2024-03-22,Project payment - Customer_0015,REF20779612,0.0,124.3,222611.96
2024-03-22,2024-03-22,Payment from Customer_0081,REF24221657,0.0,105.55,222717.51
2024-03-22,2024-03-22,Service payment - Customer_0061,REF38317856,0.0,109.9,222827.41
2024-03-22,2024-03-22,Payment from Customer_0043,REF13578881,0.0,119.0,222946.41
2024-03-22,2024-03-22,Utility bill payment,REF46240017,132.45,0.0,222813.96
2024-03-22,2024-03-22,Invoice payment - Customer_0035,REF56066619,0.0,117.22,222931.18
2024-03-22,2024-03-22,Invoice payment - Customer_0006,REF40877253,0.0,84.83,223016.01
2024-03-22,2024-03-22,Payment from Customer_0034,REF28773239,0.0,65.55,223081.56
2024-03-22,2024-03-22,Payment from Customer_0027,REF16936092,0.0,100.48,223182.04
2024-03-22,2024-03-22,Project payment - Customer_0003,REF53560979,0.0,72.14,223254.18
2024-03-22,2024-03-22,Project payment - Customer_0047,REF31524878,0.0,110.15,223364.33
2024-03-22,2024-03-22,Payment from Customer_0083,REF93535753,0.0,57.13,223421.46
2024-03-22,2024-03-22,Payment from Customer_0062,REF32333375,0.0,74.55,223496.01
2024-03-22,2024-03-22,Project payment - Customer_0012,REF73723418,0.0,64.2,223560.21
2024-03-22,2024-03-22,Project payment - Customer_0057,REF68694956,0.0,115.26,223675.47
2024-03-22,2024-03-22,Payment from Customer_0040,REF18984898,0.0,33.7,223709.17
2024-03-23,2024-03-23,Employee payroll,REF95730845,2241.95,0.0,221467.22
2024-03-23,2024-03-23,Project payment - Customer_0072,REF15199136,0.0,129.94,221597.16
2024-03-23,2024-03-23,Payment from Customer_0015,REF74363495,0.0,107.05,221704.21
2024-03-23,2024-03-23,Invoice payment - Customer_0046,REF60147531,0.0,114.42,221818.63
2024-03-23,2024-03-23,Invoice payment - Customer_0005,REF45437222,0.0,35.91,221854.54
2024-03-23,2024-03-23,Invoice payment - Customer_0075,REF32957843,0.0,128.43,221982.97
2024-03-24,2024-03-24,Project payment - Customer_0087,REF98775271,0.0,71.4,222054.37
2024-03-24,2024-03-24,Invoice payment - Customer_0004,REF23342314,0.0,51.42,222105.79
2024-03-24,2024-03-24,Service payment - Customer_0002,REF45639761,0.0,92.76,222198.55
2024-03-24,2024-03-24,Project payment - Customer_0037,REF75362406,0.0,169.6,222368.15
2024-03-24,2024-03-24,Project payment - Customer_0062,REF94744773,0.0,61.35,222429.5
2024-03-24,2024-03-24,Project payment - Customer_0093,REF22338940,0.0,83.68,222513.18
2024-03-24,2024-03-24,Project payment - Customer_0034,REF53674339,0.0,114.22,222627.4
2024-03-24,2024-03-24,Project payment - Customer_0016,REF87345188,0.0,28.46,222655.86
2024-03-24,2024-03-24,Payment from Customer_0042,REF28632511,0.0,94.95,222750.81
2024-03-25,2024-03-25,Invoice payment - Customer_0005,REF81714915,0.0,27.16,222777.97
2024-03-25,2024-03-25,Project payment - Customer_0061,REF99181062,0.0,127.19,222905.16
2024-03-25,2024-03-25,Payment from Customer_0055,REF77686953,0.0,63.21,222968.37
2024-03-25,2024-03-25,Service payment - Customer_0071,REF89197339,0.0,42.62,223010.99
2024-03-25,2024-03-25,Invoice payment - Customer_0067,REF27951466,0.0,119.76,223130.75
2024-03-25,2024-03-25,Payment from Customer_0045,REF41584872,0.0,106.63,223237.38
2024-03-26,2024-03-26,Invoice payment - Customer_0012,REF37378151,0.0,59.27,223296.65
2024-03-26,2024-03-26,Payment from Customer_0075,REF35504291,0.0,97.68,223394.33
2024-03-26,2024-03-26,Service payment - Customer_0024,REF31407654,0.0,58.86,223453.19
2024-03-26,2024-03-26,Payment from Customer_0085,REF13154728,0.0,89.39,223542.58
2024-03-26,2024-03-26,Invoice payment - Customer_0074,REF82407170,0.0,51.23,223593.81
2024-03-26,2024-03-26,Service payment - Customer_0027,REF23630887,0.0,94.72,223688.53
2024-03-26,2024-03-26,Project payment - Customer_0049,REF33383775,0.0,117.37,223805.9
2024-03-26,2024-03-26,Invoice payment - Customer_0014,REF65909906,0.0,102.7,223908.6
2024-03-26,2024-03-26,Invoice payment - Customer_0071,REF95033527,0.0,37.49,223946.09
2024-03-27,2024-03-27,Service payment - Customer_0085,REF84331120,0.0,89.39,224035.48
2024-03-27,2024-03-27,Project payment - Customer_0018,REF38763355,0.0,52.89,224088.37
2024-03-27,2024-03-27,Service payment - Customer_0096,REF42897567,0.0,94.73,224183.1
2024-03-27,2024-03-27,Project payment - Customer_0073,REF87353425,0.0,141.38,224324.48
2024-03-27,2024-03-27,Service payment - Customer_0093,REF47047868,0.0,110.05,224434.53
2024-03-27,2024-03-27,Project payment - Customer_0080,REF60661299,0.0,27.98,224462.51
2024-03-27,2024-03-27,Service payment - Customer_0036,REF50906023,0.0,50.6,224513.11
2024-03-27,2024-03-27,Invoice payment - Customer_0016,REF34735228,0.0,27.27,224540.38
2024-03-28,2024-03-28,Invoice payment - Customer_0078,REF95944087,0.0,110.35,224650.73
2024-03-28,2024-03-28,Service payment - Customer_0064,REF63555795,0.0,37.51,224688.24
2024-03-28,2024-03-28,Payment from Customer_0008,REF63953897,0.0,99.66,224787.9
2024-03-28,2024-03-28,Service payment - Customer_0027,REF10201260,0.0,79.35,224867.25
2024-03-29,2024-03-29,Payment from Customer_0046,REF56094211,0.0,128.14,224995.39
2024-03-29,2024-03-29,Payment from Customer_0052,REF13765982,0.0,46.56,225041.95
2024-03-29,2024-03-29,Invoice payment - Customer_0000,REF85309956,0.0,41.8,225083.75
2024-03-29,2024-03-29,Invoice payment - Customer_0024,REF92249730,0.0,84.45,225168.2
2024-03-29,2024-03-29,Payment from Customer_0003,REF54127911,0.0,75.01,225243.21
2024-03-29,2024-03-29,Project payment - Customer_0097,REF82337505,0.0,51.85,225295.06
2024-03-30,2024-03-30,Invoice payment - Customer_0058,REF95485440,0.0,42.15,225337.21
2024-03-30,2024-03-30,Project payment - Customer_0010,REF52620235,0.0,102.71,225439.92
2024-03-30,2024-03-30,Payment from Customer_0075,REF91073210,0.0,119.78,225559.7
2024-03-30,2024-03-30,Project payment - Customer_0084,REF17748448,0.0,89.09,225648.79
2024-03-30,2024-03-30,Invoice payment - Customer_0007,REF27067780,0.0,120.26,225769.05
2024-03-30,2024-03-30,Service payment - Customer_0068,REF96004436,0.0,46.19,225815.24
2024-03-30,2024-03-30,Project payment - Customer_0004,REF73576476,0.0,50.7,225865.94
2024-03-30,2024-03-30,Project payment - Customer_0073,REF67278865,0.0,111.76,225977.7
2024-03-30,2024-03-30,Marketing expenses,REF70295029,306.32,0.0,225671.38
2024-03-30,2024-03-30,Invoice payment - Customer_0039,REF37929661,0.0,121.79,225793.17
2024-03-30,2024-03-30,Service payment - Customer_0045,REF32194383,0.0,86.22,225879.39
2024-03-30,2024-03-30,Invoice payment - Customer_0060,REF88446827,0.0,100.62,225980.01
2024-03-30,2024-03-30,Payment from Customer_0082,REF42051016,0.0,153.36,226133.37
2024-03-30,2024-03-30,Payment from Customer_0053,REF76934353,0.0,156.85,226290.22
2024-03-31,2024-03-31,Payment from Customer_0036,REF59942446,0.0,51.06,226341.28
2024-03-31,2024-03-31,Service payment - Customer_0035,REF24570943,0.0,144.87,226486.15
2024-03-31,2024-03-31,Payment from Customer_0029,REF11446959,0.0,87.38,226573.53
2024-03-31,2024-03-31,Project payment - Customer_0011,REF25907761,0.0,98.12,226671.65
2024-03-31,2024-03-31,Payment from Customer_0067,REF30109293,0.0,165.16,226836.81
2024-03-31,2024-03-31,Service payment - Customer_0088,REF63824352,0.0,130.77,226967.58
2024-03-31,2024-03-31,Project payment - Customer_0032,REF68088250,0.0,80.53,227048.11
2024-03-31,2024-03-31,Project payment - Customer_0031,REF30962487,0.0,119.48,227167.59
2024-03-31,2024-03-31,Payment from Customer_0010,REF33751059,0.0,112.39,227279.98
2024-04-01,2024-04-01,Monthly office rent,REF65976480,1185.03,0.0,226094.95
2024-04-01,2024-04-01,Service payment - Customer_0059,REF19283745,0.0,80.45,226175.4
2024-04-01,2024-04-01,Invoice payment - Customer_0073,REF48350368,0.0,112.06,226287.46
2024-04-01,2024-04-01,Project payment - Customer_0041,REF53680766,0.0,183.09,226470.55
2024-04-01,2024-04-01,Invoice payment - Customer_0053,REF26231257,0.0,137.24,226607.79
2024-04-01,2024-04-01,Service payment - Customer_0054,REF32639492,0.0,60.25,226668.04
2024-04-01,2024-04-01,Project payment - Customer_0012,REF38073888,0.0,59.66,226727.7
2024-04-01,2024-04-01,Service payment - Customer_0052,REF53436724,0.0,32.37,226760.07
2024-04-01,2024-04-01,Service payment - Customer_0068,REF50857259,0.0,43.68,226803.75
2024-04-02,2024-04-02,Invoice payment - Customer_0085,REF11596035,0.0,106.12,226909.87
2024-04-02,2024-04-02,Service payment - Customer_0071,REF27790602,0.0,52.26,226962.13
2024-04-02,2024-04-02,Service payment - Customer_0020,REF12260080,0.0,142.49,227104.62
2024-04-02,2024-04-02,Payment from Customer_0072,REF30905517,0.0,153.03,227257.65
2024-04-02,2024-04-02,Invoice payment - Customer_0003,REF25479613,0.0,96.13,227353.78
2024-04-02,2024-04-02,Service payment - Customer_0053,REF71166008,0.0,154.82,227508.6
2024-04-02,2024-04-02,Invoice payment - Customer_0014,REF10099667,0.0,96.13,227604.73
2024-04-03,2024-04-03,Service payment - Customer_0083,REF54583620,0.0,65.25,227669.98
2024-04-03,2024-04-03,Service payment - Customer_0077,REF60099929,0.0,107.35,227777.33
2024-04-03,2024-04-03,Project payment - Customer_0026,REF90194961,0.0,97.88,227875.21
2024-04-03,2024-04-03,Invoice payment - Customer_0049,REF10715971,0.0,84.86,227960.07
2024-04-03,2024-04-03,Project payment - Customer_0004,REF74091225,0.0,49.96,228010.03
2024-04-03,2024-04-03,Invoice payment - Customer_0078,REF51665844,0.0,128.68,228138.71
2024-04-03,2024-04-03,Project payment - Customer_0010,REF89192879,0.0,91.31,228230.02
2024-04-03,2024-04-03,Project payment - Customer_0044,REF73003322,0.0,45.56,228275.58
2024-04-03,2024-04-03,Invoice payment - Customer_0053,REF51239685,0.0,111.54,228387.12
2024-04-04,2024-04-04,Project payment - Customer_0084,REF81359286,0.0,66.81,228453.93
2024-04-04,2024-04-04,Payment from Customer_0037,REF58520887,0.0,136.33,228590.26
2024-04-04,2024-04-04,Service payment - Customer_0014,REF77650999,0.0,78.12,228668.38
2024-04-04,2024-04-04,Service payment - Customer_0044,REF87239300,0.0,41.68,228710.06
2024-04-04,2024-04-04,Invoice payment - Customer_0004,REF45230566,0.0,56.71,228766.77
2024-04-04,2024-04-04,Payment from Customer_0042,REF81491867,0.0,128.37,228895.14
2024-04-04,2024-04-04,Invoice payment - Customer_0098,REF39304226,0.0,72.46,228967.6
2024-04-04,2024-04-04,Service payment - Customer_0086,REF15942042,0.0,62.78,229030.38
2024-04-05,2024-04-05,Project payment - Customer_0082,REF81783865,0.0,162.24,229192.62
2024-04-05,2024-04-05,Invoice payment - Customer_0037,REF93698929,0.0,147.53,229340.15
2024-04-05,2024-04-05,Employee payroll,REF77086811,2661.42,0.0,226678.73
2024-04-05,2024-04-05,Project payment - Customer_0095,REF69325452,0.0,75.4,226754.13
2024-04-05,2024-04-05,Project payment - Customer_0092,REF75449196,0.0,60.01,226814.14
2024-04-05,2024-04-05,Invoice payment - Customer_0058,REF95302138,0.0,47.17,226861.31
2024-04-05,2024-04-05,Payment from Customer_0047,REF87184311,0.0,101.58,226962.89
2024-04-06,2024-04-06,Invoice payment - Customer_0070,REF68522367,0.0,48.3,227011.19
2024-04-06,2024-04-06,Service payment - Customer_0087,REF66520686,0.0,82.94,227094.13
2024-04-06,2024-04-06,Payment from Customer_0083,REF66299790,0.0,72.07,227166.2
2024-04-06,2024-04-06,Project payment - Customer_0013,REF57882010,0.0,70.13,227236.33
2024-04-07,2024-04-07,Project payment - Customer_0055,REF50181099,0.0,64.81,227301.14
2024-04-07,2024-04-07,Project payment - Customer_0094,REF34435430,0.0,80.5,227381.64
2024-04-07,2024-04-07,Payment from Customer_0058,REF68593538,0.0,49.8,227431.44
2024-04-07,2024-04-07,Project payment - Customer_0047,REF52574639,0.0,126.38,227557.82
2024-04-07,2024-04-07,Project payment - Customer_0002,REF71863609,0.0,93.16,227650.98
2024-04-07,2024-04-07,Payment from Customer_0068,REF74637406,0.0,38.69,227689.67
2024-04-07,2024-04-07,Payment from Customer_0061,REF38076455,0.0,126.42,227816.09
2024-04-07,2024-04-07,Service payment - Customer_0096,REF24812958,0.0,89.53,227905.62
