transaction_date,value_date,description,reference,debit,credit,balance
2022-01-15,2022-01-15,Equipment purchase,REF63604676,199.72,0.0,193911.16
2022-01-15,2022-01-15,"Payment from Andrews, Stanton and Hines",REF50841609,0.0,632.59,194543.75
2022-01-15,2022-01-15,Business insurance premium,REF82315778,161.39,0.0,194382.36
2022-01-15,2022-01-15,Project payment - Wheeler PLC,REF31112245,0.0,719.75,195102.11
2022-01-15,2022-01-15,Project payment - Griffin-Ortega,REF60926552,0.0,340.4,195442.51
2022-01-15,2022-01-15,Project payment - Hayes-Mclean,REF40952343,0.0,688.36,196130.87
2022-01-17,2022-01-17,Coworking space rental,REF83214523,177.59,0.0,195953.28
2022-01-21,2022-01-21,Professional software license,REF73396631,207.59,0.0,195745.69
2022-01-24,2022-01-24,Marketing expenses,REF59054217,349.73,0.0,195395.96
2022-01-24,2022-01-24,Business meal,REF86884083,281.98,0.0,195113.98
2022-01-25,2022-01-25,Marketing expenses,REF73401030,367.31,0.0,194746.67
2022-02-01,2022-02-01,Equipment purchase,REF88502094,212.81,0.0,194533.86
2022-02-06,2022-02-06,Accounting expense,REF22138916,165.1,0.0,194368.76
2022-02-07,2022-02-07,Marketing expenses,REF61406271,216.22,0.0,194152.54
2022-02-09,2022-02-09,Marketing expenses,REF47511476,377.47,0.0,193775.07
2022-02-15,2022-02-15,Business travel,REF45586043,353.32,0.0,193421.75
2022-02-15,2022-02-15,Coworking space rental,REF43325513,334.94,0.0,193086.81
2022-02-15,2022-02-15,Business insurance premium,REF94495159,149.89,0.0,192936.92
2022-02-15,2022-02-15,"Service payment - Andrews, Stanton and Hines",REF97402072,0.0,698.96,193635.88
2022-02-15,2022-02-15,Invoice payment - Wheeler PLC,REF76897551,0.0,740.65,194376.53
2022-02-15,2022-02-15,Invoice payment - Hayes-Mclean,REF40534507,0.0,816.95,195193.48
2022-02-15,2022-02-15,"Invoice payment - Gould, Moran and Thomas",REF59533459,0.0,1009.94,196203.42
2022-02-15,2022-02-15,Service payment - Tran Inc,REF94672467,0.0,583.17,196786.59
2022-02-15,2022-02-15,Service payment - Thompson-Baker,REF35442717,0.0,561.2,197347.79
2022-02-15,2022-02-15,Payment from Griffin-Ortega,REF86077448,0.0,353.5,197701.29
2022-02-15,2022-02-15,Invoice payment - Keller-Stewart,REF21222160,0.0,616.55,198317.84
2022-02-17,2022-02-17,Business travel,REF83866815,414.25,0.0,197903.59
2022-02-20,2022-02-20,Business travel,REF90171359,624.54,0.0,197279.05
2022-02-21,2022-02-21,Business travel,REF24579738,38.39,0.0,197240.66
2022-02-21,2022-02-21,Professional software license,REF17800346,249.53,0.0,196991.13
2022-02-28,2022-02-28,Business travel,REF72446471,238.01,0.0,196753.12
2022-03-05,2022-03-05,Business travel,REF51200904,487.12,0.0,196266.0
2022-03-06,2022-03-06,Business travel,REF90062940,440.74,0.0,195825.26
2022-03-09,2022-03-09,Accounting expense,REF55845456,182.48,0.0,195642.78
2022-03-15,2022-03-15,Coworking space rental,REF10772485,220.1,0.0,195422.68
2022-03-15,2022-03-15,Project payment - Wheeler PLC,REF44064540,0.0,846.74,196269.42
2022-03-15,2022-03-15,Payment from Tran Inc,REF46284292,0.0,665.01,196934.43
2022-03-15,2022-03-15,Payment from Griffin-Ortega,REF94790610,0.0,311.26,197245.69
2022-03-15,2022-03-15,Project payment - Keller-Stewart,REF46867397,0.0,530.55,197776.24
2022-03-15,2022-03-15,Invoice payment - Hayes-Mclean,REF16758241,0.0,644.27,198420.51
2022-03-15,2022-03-15,"Payment from Andrews, Stanton and Hines",REF99246300,0.0,433.32,198853.83
2022-03-15,2022-03-15,Invoice payment - Thompson-Baker,REF26778577,0.0,880.76,199734.59
2022-03-15,2022-03-15,Business insurance premium,REF45344823,136.89,0.0,199597.7
2022-03-19,2022-03-19,Accounting expense,REF98175749,208.69,0.0,199389.01
2022-03-21,2022-03-21,Professional software license,REF34827981,194.29,0.0,199194.72
2022-04-02,2022-04-02,Marketing expenses,REF62089022,323.35,0.0,198871.37
2022-04-03,2022-04-03,Marketing expenses,REF85370517,432.44,0.0,198438.93
2022-04-09,2022-04-09,Marketing expenses,REF33709703,358.9,0.0,198080.03
2022-04-15,2022-04-15,Project payment - Griffin-Ortega,REF80589735,0.0,216.97,198297.0
2022-04-15,2022-04-15,Payment from Thompson-Baker,REF85454242,0.0,757.93,199054.93
2022-04-15,2022-04-15,Invoice payment - Keller-Stewart,REF91936499,0.0,526.2,199581.13
2022-04-15,2022-04-15,Service payment - Hayes-Mclean,REF65743091,0.0,942.01,200523.14
2022-04-15,2022-04-15,Invoice payment - Tran Inc,REF92800624,0.0,751.38,201274.52
2022-04-15,2022-04-15,Payment from Wheeler PLC,REF46250106,0.0,878.72,202153.24
2022-04-15,2022-04-15,"Service payment - Andrews, Stanton and Hines",REF39510464,0.0,557.23,202710.47
2022-04-15,2022-04-15,"Payment from Gould, Moran and Thomas",REF12930613,0.0,866.75,203577.22
2022-04-15,2022-04-15,Business insurance premium,REF53256463,138.83,0.0,203438.39
2022-04-16,2022-04-16,Marketing expenses,REF85488748,292.51,0.0,203145.88
2022-04-20,2022-04-20,Coworking space rental,REF72091082,305.47,0.0,202840.41
2022-04-21,2022-04-21,Professional software license,REF20020051,250.62,0.0,202589.79
2022-04-23,2022-04-23,Equipment purchase,REF69401960,143.31,0.0,202446.48
2022-04-23,2022-04-23,Business travel,REF27057555,366.54,0.0,202079.94
2022-04-24,2022-04-24,Training/conference,REF10371354,327.14,0.0,201752.8
2022-04-26,2022-04-26,Training/conference,REF20492287,310.72,0.0,201442.08
2022-04-26,2022-04-26,Accounting expense,REF66757035,257.61,0.0,201184.47
2022-04-27,2022-04-27,Equipment purchase,REF70544202,104.05,0.0,201080.42
2022-04-28,2022-04-28,Equipment purchase,REF50921599,134.27,0.0,200946.15
2022-05-03,2022-05-03,Training/conference,REF67936571,163.25,0.0,200782.9
2022-05-14,2022-05-14,Equipment purchase,REF19838365,114.16,0.0,200668.74
2022-05-15,2022-05-15,"Project payment - Andrews, Stanton and Hines",REF49420501,0.0,395.45,201064.19
2022-05-15,2022-05-15,Project payment - Wheeler PLC,REF53885380,0.0,497.69,201561.88
2022-05-15,2022-05-15,Payment from Griffin-Ortega,REF79071309,0.0,247.84,201809.72
2022-05-15,2022-05-15,Project payment - Thompson-Baker,REF25980326,0.0,944.68,202754.4
2022-05-15,2022-05-15,Service payment - Tran Inc,REF95403989,0.0,500.08,203254.48
2022-05-15,2022-05-15,Invoice payment - Hayes-Mclean,REF34974263,0.0,735.34,203989.82
2022-05-15,2022-05-15,Payment from Keller-Stewart,REF95369937,0.0,462.31,204452.13
2022-05-15,2022-05-15,Business insurance premium,REF96274401,132.77,0.0,204319.36
2022-05-19,2022-05-19,Training/conference,REF16153419,61.04,0.0,204258.32
2022-05-19,2022-05-19,Marketing expenses,REF76744431,279.0,0.0,203979.32
2022-05-21,2022-05-21,Business meal,REF86575416,308.98,0.0,203670.34
2022-05-21,2022-05-21,Professional software license,REF56069393,164.22,0.0,203506.12
2022-05-21,2022-05-21,Business travel,REF80553028,306.59,0.0,203199.53
2022-05-22,2022-05-22,Coworking space rental,REF31952433,202.15,0.0,202997.38
2022-05-23,2022-05-23,Training/conference,REF50766782,205.69,0.0,202791.69
2022-05-24,2022-05-24,Equipment purchase,REF56683665,128.53,0.0,202663.16
2022-05-25,2022-05-25,Accounting expense,REF54980789,126.32,0.0,202536.84
2022-06-15,2022-06-15,Service payment - Griffin-Ortega,REF16185146,0.0,209.0,202745.84
2022-06-15,2022-06-15,Training/conference,REF70441316,250.12,0.0,202495.72
2022-06-15,2022-06-15,Business insurance premium,REF46776950,112.15,0.0,202383.57
2022-06-15,2022-06-15,Invoice payment - Wheeler PLC,REF10196676,0.0,708.29,203091.86
2022-06-15,2022-06-15,Invoice payment - Keller-Stewart,REF21607966,0.0,532.47,203624.33
2022-06-15,2022-06-15,Project payment - Tran Inc,REF56455706,0.0,463.24,204087.57
2022-06-15,2022-06-15,"Invoice payment - Andrews, Stanton and Hines",REF49717409,0.0,399.58,204487.15
2022-06-15,2022-06-15,Invoice payment - Thompson-Baker,REF40382892,0.0,746.12,205233.27
2022-06-15,2022-06-15,"Payment from Gould, Moran and Thomas",REF25445252,0.0,708.51,205941.78
2022-06-15,2022-06-15,Payment from Hayes-Mclean,REF81903112,0.0,482.93,206424.71
2022-06-17,2022-06-17,Training/conference,REF61016871,211.14,0.0,206213.57
2022-06-21,2022-06-21,Equipment purchase,REF37760050,94.23,0.0,206119.34
2022-06-21,2022-06-21,Professional software license,REF80102044,140.68,0.0,205978.66
2022-06-23,2022-06-23,Business travel,REF24632680,227.99,0.0,205750.67
2022-06-24,2022-06-24,Accounting expense,REF55213724,226.75,0.0,205523.92
2022-06-25,2022-06-25,Business meal,REF29752489,219.19,0.0,205304.73
2022-06-26,2022-06-26,Training/conference,REF90782096,108.19,0.0,205196.54
2022-07-04,2022-07-04,Business travel,REF71164627,243.94,0.0,204952.6
2022-07-15,2022-07-15,Project payment - Tran Inc,REF24188904,0.0,459.43,205412.03
2022-07-15,2022-07-15,"Project payment - Andrews, Stanton and Hines",REF96573337,0.0,394.13,205806.16
2022-07-15,2022-07-15,Payment from Griffin-Ortega,REF90111982,0.0,225.43,206031.59
2022-07-15,2022-07-15,Payment from Wheeler PLC,REF22271182,0.0,317.03,206348.62
2022-07-15,2022-07-15,"Service payment - Gould, Moran and Thomas",REF84788367,0.0,683.9,207032.52
2022-07-15,2022-07-15,Invoice payment - Hayes-Mclean,REF34367345,0.0,463.55,207496.07
2022-07-15,2022-07-15,Business insurance premium,REF33134030,95.49,0.0,207400.58
2022-07-15,2022-07-15,Service payment - Thompson-Baker,REF47618758,0.0,531.83,207932.41
2022-07-15,2022-07-15,Marketing expenses,REF83050745,206.81,0.0,207725.6
2022-07-15,2022-07-15,Invoice payment - Keller-Stewart,REF97480298,0.0,404.27,208129.87
2022-07-16,2022-07-16,Coworking space rental,REF53182988,268.37,0.0,207861.5
2022-07-21,2022-07-21,Professional software license,REF20660218,125.04,0.0,207736.46
2022-07-25,2022-07-25,Business meal,REF65275187,151.99,0.0,207584.47
2022-07-30,2022-07-30,Accounting expense,REF70005899,166.36,0.0,207418.11
2022-07-31,2022-07-31,Business meal,REF16169018,273.66,0.0,207144.45
2022-08-01,2022-08-01,Accounting expense,REF48841740,149.48,0.0,206994.97
2022-08-02,2022-08-02,Equipment purchase,REF25147988,97.22,0.0,206897.75
2022-08-03,2022-08-03,Coworking space rental,REF44697635,168.71,0.0,206729.04
2022-08-08,2022-08-08,Business meal,REF83856262,177.97,0.0,206551.07
2022-08-12,2022-08-12,Training/conference,REF12739203,121.28,0.0,206429.79
2022-08-13,2022-08-13,Business meal,REF76873018,198.13,0.0,206231.66
2022-08-15,2022-08-15,"Invoice payment - Andrews, Stanton and Hines",REF43460117,0.0,273.32,206504.98
2022-08-15,2022-08-15,Invoice payment - Tran Inc,REF46549227,0.0,539.75,207044.73
2022-08-15,2022-08-15,Service payment - Thompson-Baker,REF26078762,0.0,805.18,207849.91
2022-08-15,2022-08-15,Service payment - Hayes-Mclean,REF51946142,0.0,534.58,208384.49
2022-08-15,2022-08-15,Project payment - Wheeler PLC,REF14775957,0.0,691.58,209076.07
2022-08-15,2022-08-15,Service payment - Keller-Stewart,REF37043326,0.0,381.35,209457.42
2022-08-15,2022-08-15,"Invoice payment - Gould, Moran and Thomas",REF25735150,0.0,510.19,209967.61
2022-08-15,2022-08-15,Payment from Griffin-Ortega,REF54431691,0.0,187.68,210155.29
2022-08-15,2022-08-15,Business insurance premium,REF84760216,115.52,0.0,210039.77
2022-08-21,2022-08-21,Professional software license,REF29098667,193.46,0.0,209846.31
2022-08-25,2022-08-25,Training/conference,REF61165294,203.11,0.0,209643.2
2022-08-25,2022-08-25,Business meal,REF28123362,194.1,0.0,209449.1
2022-08-26,2022-08-26,Training/conference,REF97203163,94.03,0.0,209355.07
2022-08-26,2022-08-26,Accounting expense,REF22395634,194.34,0.0,209160.73
2022-08-27,2022-08-27,Accounting expense,REF60442279,164.82,0.0,208995.91
2022-09-04,2022-09-04,Training/conference,REF36129008,314.36,0.0,208681.55
2022-09-06,2022-09-06,Marketing expenses,REF29948421,535.47,0.0,208146.08
2022-09-08,2022-09-08,Equipment purchase,REF37730360,215.96,0.0,207930.12
2022-09-09,2022-09-09,Training/conference,REF19753845,159.18,0.0,207770.94
2022-09-15,2022-09-15,Payment from Thompson-Baker,REF11212187,0.0,1079.39,208850.33
2022-09-15,2022-09-15,Payment from Griffin-Ortega,REF81268685,0.0,303.27,209153.6
2022-09-15,2022-09-15,Project payment - Wheeler PLC,REF81532857,0.0,500.0,209653.6
2022-09-15,2022-09-15,Payment from Tran Inc,REF24855182,0.0,689.22,210342.82
2022-09-15,2022-09-15,"Project payment - Gould, Moran and Thomas",REF14183130,0.0,985.42,211328.24
2022-09-15,2022-09-15,Business insurance premium,REF80820479,148.94,0.0,211179.3
2022-09-15,2022-09-15,"Project payment - Andrews, Stanton and Hines",REF35352271,0.0,605.92,211785.22
2022-09-15,2022-09-15,Service payment - Keller-Stewart,REF58025745,0.0,745.95,212531.17
2022-09-16,2022-09-16,Business meal,REF34238909,188.54,0.0,212342.63
2022-09-17,2022-09-17,Business travel,REF48279943,346.0,0.0,211996.63
2022-09-21,2022-09-21,Professional software license,REF39564419,201.4,0.0,211795.23
2022-09-24,2022-09-24,Business travel,REF21528383,644.12,0.0,211151.11
2022-09-25,2022-09-25,Business travel,REF79436150,656.39,0.0,210494.72
2022-09-27,2022-09-27,Marketing expenses,REF67018670,358.19,0.0,210136.53
2022-09-29,2022-09-29,Accounting expense,REF59674570,156.08,0.0,209980.45
2022-10-01,2022-10-01,Business meal,REF23878640,307.59,0.0,209672.86
2022-10-02,2022-10-02,Equipment purchase,REF30966141,215.4,0.0,209457.46
2022-10-10,2022-10-10,Accounting expense,REF76526293,224.49,0.0,209232.97
2022-10-15,2022-10-15,Project payment - Griffin-Ortega,REF99747150,0.0,288.12,209521.09
2022-10-15,2022-10-15,Invoice payment - Keller-Stewart,REF60661724,0.0,841.92,210363.01
2022-10-15,2022-10-15,Payment from Wheeler PLC,REF62708290,0.0,743.73,211106.74
2022-10-15,2022-10-15,Equipment purchase,REF36126219,198.62,0.0,210908.12
2022-10-15,2022-10-15,"Invoice payment - Andrews, Stanton and Hines",REF36764441,0.0,461.42,211369.54
2022-10-15,2022-10-15,Business insurance premium,REF18793532,159.75,0.0,211209.79
2022-10-15,2022-10-15,Service payment - Tran Inc,REF25465199,0.0,608.89,211818.68
2022-10-15,2022-10-15,Service payment - Hayes-Mclean,REF45752625,0.0,716.9,212535.58
2022-10-15,2022-10-15,Invoice payment - Thompson-Baker,REF75524030,0.0,890.42,213426.0
2022-10-21,2022-10-21,Professional software license,REF87843313,208.73,0.0,213217.27
2022-10-24,2022-10-24,Accounting expense,REF68953282,262.97,0.0,212954.3
2022-11-02,2022-11-02,Business meal,REF14255927,270.0,0.0,212684.3
2022-11-15,2022-11-15,"Invoice payment - Andrews, Stanton and Hines",REF92578160,0.0,492.57,213176.87
2022-11-15,2022-11-15,Project payment - Thompson-Baker,REF11471933,0.0,812.41,213989.28
2022-11-15,2022-11-15,Invoice payment - Griffin-Ortega,REF34631317,0.0,360.42,214349.7
2022-11-15,2022-11-15,Service payment - Tran Inc,REF54094624,0.0,762.87,215112.57
2022-11-15,2022-11-15,Invoice payment - Hayes-Mclean,REF80639557,0.0,654.58,215767.15
2022-11-15,2022-11-15,Business insurance premium,REF30484487,155.39,0.0,215611.76
2022-11-15,2022-11-15,"Service payment - Gould, Moran and Thomas",REF67441186,0.0,837.11,216448.87
2022-11-15,2022-11-15,Project payment - Keller-Stewart,REF79200644,0.0,504.57,216953.44
2022-11-18,2022-11-18,Equipment purchase,REF48510528,150.9,0.0,216802.54
2022-11-21,2022-11-21,Equipment purchase,REF17163498,170.38,0.0,216632.16
2022-11-21,2022-11-21,Professional software license,REF81208722,226.55,0.0,216405.61
2022-11-30,2022-11-30,Business travel,REF50583654,370.85,0.0,216034.76
2022-12-02,2022-12-02,Business travel,REF86994758,361.52,0.0,215673.24
2022-12-04,2022-12-04,Equipment purchase,REF54746522,130.43,0.0,215542.81
2022-12-10,2022-12-10,Business meal,REF54469008,298.83,0.0,215243.98
2022-12-13,2022-12-13,Equipment purchase,REF97062960,93.49,0.0,215150.49
2022-12-15,2022-12-15,"Invoice payment - Gould, Moran and Thomas",REF33588663,0.0,789.33,215939.82
2022-12-15,2022-12-15,Payment from Tran Inc,REF39574220,0.0,638.72,216578.54
2022-12-15,2022-12-15,Invoice payment - Wheeler PLC,REF83324923,0.0,564.38,217142.92
2022-12-15,2022-12-15,Accounting expense,REF16793334,139.44,0.0,217003.48
2022-12-15,2022-12-15,Service payment - Hayes-Mclean,REF74266072,0.0,571.12,217574.6
2022-12-15,2022-12-15,Invoice payment - Griffin-Ortega,REF88020897,0.0,284.41,217859.01
2022-12-15,2022-12-15,Invoice payment - Thompson-Baker,REF73715927,0.0,696.12,218555.13
2022-12-15,2022-12-15,Business insurance premium,REF30285744,113.49,0.0,218441.64
2022-12-21,2022-12-21,Professional software license,REF23563471,180.71,0.0,218260.93
2022-12-25,2022-12-25,Accounting expense,REF71190530,220.87,0.0,218040.06
2022-12-30,2022-12-30,Accounting expense,REF54738231,148.81,0.0,217891.25
2023-01-11,2023-01-11,Coworking space rental,REF43097043,318.99,0.0,217572.26
2023-01-14,2023-01-14,Accounting expense,REF65315868,276.33,0.0,217295.93
2023-01-15,2023-01-15,"Project payment - Andrews, Stanton and Hines",REF34680524,0.0,580.08,217876.01
2023-01-15,2023-01-15,Project payment - Thompson-Baker,REF45086209,0.0,839.89,218715.9
2023-01-15,2023-01-15,Service payment - Tran Inc,REF20372045,0.0,737.22,219453.12
2023-01-15,2023-01-15,Service payment - Griffin-Ortega,REF65518271,0.0,341.88,219795.0
2023-01-15,2023-01-15,Business insurance premium,REF67686242,178.49,0.0,219616.51
2023-01-15,2023-01-15,"Project payment - Gould, Moran and Thomas",REF59679865,0.0,785.56,220402.07
2023-01-15,2023-01-15,Payment from Hayes-Mclean,REF74687019,0.0,915.74,221317.81
2023-01-15,2023-01-15,Payment from Keller-Stewart,REF40530928,0.0,668.08,221985.89
2023-01-15,2023-01-15,Service payment - Wheeler PLC,REF40908583,0.0,904.61,222890.5
2023-01-17,2023-01-17,Business meal,REF38796610,250.37,0.0,222640.13
2023-01-17,2023-01-17,Business travel,REF20650653,605.4,0.0,222034.73
2023-01-19,2023-01-19,Training/conference,REF98903393,315.65,0.0,221719.08
2023-01-21,2023-01-21,Professional software license,REF48990145,246.72,0.0,221472.36
2023-01-21,2023-01-21,Accounting expense,REF78361967,272.39,0.0,221199.97
2023-01-28,2023-01-28,Business travel,REF26460529,625.33,0.0,220574.64
2023-02-01,2023-02-01,Marketing expenses,REF72315051,235.5,0.0,220339.14
2023-02-05,2023-02-05,Accounting expense,REF64651834,430.4,0.0,219908.74
2023-02-07,2023-02-07,Equipment purchase,REF54197184,143.33,0.0,219765.41
2023-02-10,2023-02-10,Business travel,REF69931445,486.54,0.0,219278.87
2023-02-11,2023-02-11,Accounting expense,REF77513500,270.13,0.0,219008.74
2023-02-15,2023-02-15,Training/conference,REF19008533,151.15,0.0,218857.59
2023-02-15,2023-02-15,Business meal,REF61390439,398.48,0.0,218459.11
2023-02-15,2023-02-15,"Project payment - Andrews, Stanton and Hines",REF19972149,0.0,600.89,219060.0
2023-02-15,2023-02-15,Payment from Wheeler PLC,REF51442797,0.0,971.98,220031.98
2023-02-15,2023-02-15,"Invoice payment - Gould, Moran and Thomas",REF97850898,0.0,942.02,220974.0
2023-02-15,2023-02-15,Project payment - Griffin-Ortega,REF89233234,0.0,357.05,221331.05
2023-02-15,2023-02-15,Project payment - Tran Inc,REF98707084,0.0,651.42,221982.47
2023-02-15,2023-02-15,Project payment - Hayes-Mclean,REF53659273,0.0,847.67,222830.14
2023-02-15,2023-02-15,Invoice payment - Keller-Stewart,REF31832995,0.0,621.77,223451.91
2023-02-15,2023-02-15,Business insurance premium,REF29092452,136.62,0.0,223315.29
2023-02-21,2023-02-21,Professional software license,REF96850995,217.11,0.0,223098.18
2023-02-27,2023-02-27,Coworking space rental,REF69853127,329.5,0.0,222768.68
2023-02-27,2023-02-27,Business meal,REF18746747,361.62,0.0,222407.06
2023-03-05,2023-03-05,Marketing expenses,REF59288016,298.49,0.0,222108.57
2023-03-06,2023-03-06,Accounting expense,REF50021712,176.58,0.0,221931.99
2023-03-07,2023-03-07,Training/conference,REF60736172,152.84,0.0,221779.15
2023-03-12,2023-03-12,Equipment purchase,REF92760668,119.9,0.0,221659.25
2023-03-15,2023-03-15,Project payment - Tran Inc,REF43155575,0.0,681.66,222340.91
2023-03-15,2023-03-15,Payment from Keller-Stewart,REF96985607,0.0,564.15,222905.06
2023-03-15,2023-03-15,Invoice payment - Thompson-Baker,REF53979555,0.0,643.6,223548.66
2023-03-15,2023-03-15,Invoice payment - Wheeler PLC,REF95498627,0.0,839.33,224387.99
2023-03-15,2023-03-15,Business insurance premium,REF66398686,143.85,0.0,224244.14
2023-03-15,2023-03-15,Service payment - Hayes-Mclean,REF68279391,0.0,711.88,224956.02
2023-03-15,2023-03-15,"Invoice payment - Andrews, Stanton and Hines",REF44501425,0.0,384.36,225340.38
2023-03-21,2023-03-21,Professional software license,REF76264766,218.57,0.0,225121.81
2023-03-21,2023-03-21,Equipment purchase,REF95689658,70.02,0.0,225051.79
2023-03-23,2023-03-23,Equipment purchase,REF56014072,126.54,0.0,224925.25
2023-03-24,2023-03-24,Coworking space rental,REF52412898,227.34,0.0,224697.91
2023-03-28,2023-03-28,Business travel,REF49676311,499.07,0.0,224198.84
2023-03-30,2023-03-30,Business travel,REF80146950,124.2,0.0,224074.64
2023-04-03,2023-04-03,Business travel,REF33429665,439.97,0.0,223634.67
2023-04-06,2023-04-06,Marketing expenses,REF11565363,260.28,0.0,223374.39
2023-04-07,2023-04-07,Business travel,REF44446221,427.76,0.0,222946.63
2023-04-07,2023-04-07,Business meal,REF18522243,328.62,0.0,222618.01
2023-04-11,2023-04-11,Business meal,REF87313406,383.28,0.0,222234.73
2023-04-15,2023-04-15,Business insurance premium,REF83836565,151.8,0.0,222082.93
2023-04-15,2023-04-15,Payment from Thompson-Baker,REF86240544,0.0,675.37,222758.3
2023-04-15,2023-04-15,"Payment from Gould, Moran and Thomas",REF20511861,0.0,667.39,223425.69
2023-04-15,2023-04-15,Payment from Hayes-Mclean,REF79394612,0.0,706.6,224132.29
2023-04-15,2023-04-15,Project payment - Wheeler PLC,REF97907061,0.0,585.05,224717.34
2023-04-15,2023-04-15,Payment from Griffin-Ortega,REF97900514,0.0,260.81,224978.15
2023-04-15,2023-04-15,Project payment - Keller-Stewart,REF85536817,0.0,505.33,225483.48
2023-04-15,2023-04-15,"Invoice payment - Andrews, Stanton and Hines",REF29322165,0.0,630.59,226114.07
2023-04-15,2023-04-15,Project payment - Tran Inc,REF71296999,0.0,806.01,226920.08
2023-04-19,2023-04-19,Equipment purchase,REF71571021,227.53,0.0,226692.55
2023-04-21,2023-04-21,Professional software license,REF69298475,197.82,0.0,226494.73
2023-04-30,2023-04-30,Business travel,REF77376002,448.13,0.0,226046.6
2023-05-02,2023-05-02,Equipment purchase,REF95660038,130.66,0.0,225915.94
2023-05-09,2023-05-09,Business travel,REF77828201,603.33,0.0,225312.61
2023-05-14,2023-05-14,Business travel,REF87936214,411.6,0.0,224901.01
2023-05-15,2023-05-15,"Service payment - Gould, Moran and Thomas",REF26080392,0.0,611.28,225512.29
2023-05-15,2023-05-15,Business insurance premium,REF74398290,122.48,0.0,225389.81
2023-05-15,2023-05-15,Project payment - Tran Inc,REF14255472,0.0,572.18,225961.99
2023-05-15,2023-05-15,Invoice payment - Hayes-Mclean,REF76777990,0.0,575.41,226537.4
2023-05-15,2023-05-15,Project payment - Griffin-Ortega,REF48387583,0.0,220.98,226758.38
2023-05-15,2023-05-15,Service payment - Wheeler PLC,REF44916759,0.0,640.88,227399.26
2023-05-15,2023-05-15,Service payment - Thompson-Baker,REF73068763,0.0,779.08,228178.34
2023-05-15,2023-05-15,"Service payment - Andrews, Stanton and Hines",REF41745007,0.0,532.78,228711.12
2023-05-17,2023-05-17,Business travel,REF38293889,219.66,0.0,228491.46
2023-05-21,2023-05-21,Professional software license,REF95912214,161.33,0.0,228330.13
2023-05-23,2023-05-23,Coworking space rental,REF66699136,319.56,0.0,228010.57
2023-05-24,2023-05-24,Business travel,REF18872642,293.77,0.0,227716.8
2023-05-24,2023-05-24,Equipment purchase,REF22513870,120.82,0.0,227595.98
2023-05-27,2023-05-27,Business travel,REF26539273,417.12,0.0,227178.86
2023-05-27,2023-05-27,Equipment purchase,REF33682821,155.79,0.0,227023.07
2023-06-09,2023-06-09,Accounting expense,REF38446185,138.64,0.0,226884.43
2023-06-14,2023-06-14,Business meal,REF30920079,99.16,0.0,226785.27
2023-06-15,2023-06-15,Payment from Wheeler PLC,REF11196135,0.0,488.71,227273.98
2023-06-15,2023-06-15,Service payment - Keller-Stewart,REF82541186,0.0,445.58,227719.56
2023-06-15,2023-06-15,Invoice payment - Griffin-Ortega,REF38060202,0.0,243.36,227962.92
2023-06-15,2023-06-15,"Invoice payment - Andrews, Stanton and Hines",REF44794229,0.0,477.33,228440.25
2023-06-15,2023-06-15,Accounting expense,REF30249848,165.0,0.0,228275.25
2023-06-15,2023-06-15,Project payment - Tran Inc,REF92009354,0.0,536.5,228811.75
2023-06-15,2023-06-15,Payment from Hayes-Mclean,REF89041236,0.0,664.61,229476.36
2023-06-15,2023-06-15,Invoice payment - Thompson-Baker,REF61528174,0.0,769.5,230245.86
2023-06-15,2023-06-15,Business insurance premium,REF19896206,113.12,0.0,230132.74
2023-06-15,2023-06-15,"Service payment - Gould, Moran and Thomas",REF54231021,0.0,857.39,230990.13
2023-06-19,2023-06-19,Marketing expenses,REF70662636,119.28,0.0,230870.85
2023-06-20,2023-06-20,Accounting expense,REF19888145,234.44,0.0,230636.41
2023-06-21,2023-06-21,Professional software license,REF85886263,172.71,0.0,230463.7
2023-06-22,2023-06-22,Business meal,REF47209121,290.57,0.0,230173.13
2023-06-29,2023-06-29,Business travel,REF65707930,322.64,0.0,229850.49
2023-06-29,2023-06-29,Accounting expense,REF66544839,159.76,0.0,229690.73
2023-07-12,2023-07-12,Business travel,REF35093843,353.87,0.0,229336.86
2023-07-12,2023-07-12,Coworking space rental,REF72366517,331.67,0.0,229005.19
2023-07-13,2023-07-13,Business meal,REF31541589,217.34,0.0,228787.85
2023-07-15,2023-07-15,Payment from Wheeler PLC,REF44078572,0.0,547.78,229335.63
2023-07-15,2023-07-15,Invoice payment - Tran Inc,REF31422001,0.0,497.4,229833.03
2023-07-15,2023-07-15,Project payment - Thompson-Baker,REF67730895,0.0,694.8,230527.83
2023-07-15,2023-07-15,"Project payment - Gould, Moran and Thomas",REF50512288,0.0,669.28,231197.11
2023-07-15,2023-07-15,Business insurance premium,REF77232996,100.91,0.0,231096.2
2023-07-15,2023-07-15,Invoice payment - Hayes-Mclean,REF92236612,0.0,495.22,231591.42
2023-07-15,2023-07-15,Payment from Griffin-Ortega,REF47773262,0.0,200.89,231792.31
2023-07-15,2023-07-15,Service payment - Keller-Stewart,REF38359067,0.0,369.13,232161.44
2023-07-15,2023-07-15,"Service payment - Andrews, Stanton and Hines",REF62634548,0.0,347.14,232508.58
2023-07-16,2023-07-16,Business meal,REF46235122,242.93,0.0,232265.65
2023-07-21,2023-07-21,Professional software license,REF59646385,133.45,0.0,232132.2
2023-07-23,2023-07-23,Equipment purchase,REF84248232,125.22,0.0,232006.98
