transaction_date,value_date,description,reference,debit,credit,balance
2021-01-18,2021-01-18,Tools expense,REF32764870,62.89,0.0,555177.04
2021-01-19,2021-01-19,Business materials,REF83151713,405.85,0.0,554771.19
2021-01-20,2021-01-20,Fuel purchase,REF65889941,184.96,0.0,554586.23
2021-01-20,2021-01-20,Tools expense,REF20545648,60.39,0.0,554525.84
2021-01-21,2021-01-21,Fuel purchase,REF44574353,217.5,0.0,554308.34
2021-01-23,2021-01-23,Permits Licenses expense,REF79497086,49.5,0.0,554258.84
2021-01-24,2021-01-24,Subcontractors expense,REF44949705,738.48,0.0,553520.36
2021-01-27,2021-01-27,Equipment Rental expense,REF38029126,308.22,0.0,553212.14
2021-01-28,2021-01-28,Business materials,REF24639456,507.32,0.0,552704.82
2021-01-30,2021-01-30,Business materials,REF24014061,299.54,0.0,552405.28
2021-01-30,2021-01-30,Invoice payment - Rogers Group,REF38523101,0.0,677.01,553082.29
2021-01-30,2021-01-30,"Project payment - Martin, Atkins and Khan",REF79980004,0.0,691.11,553773.4
2021-01-30,2021-01-30,Invoice payment - Horn and Sons,REF87242777,0.0,900.12,554673.52
2021-01-30,2021-01-30,Service payment - Reynolds-Mckinney,REF29547149,0.0,1178.78,555852.3
2021-01-30,2021-01-30,"Project payment - Martinez, Rose and Carter",REF10955818,0.0,1410.04,557262.34
2021-02-02,2021-02-02,Equipment Rental expense,REF92915620,212.77,0.0,557049.57
2021-02-05,2021-02-05,Tools expense,REF57819211,107.69,0.0,556941.88
2021-02-06,2021-02-06,Subcontractors expense,REF19628902,732.39,0.0,556209.49
2021-02-13,2021-02-13,Permits Licenses expense,REF44734131,70.64,0.0,556138.85
2021-02-14,2021-02-14,Business materials,REF30911833,807.27,0.0,555331.58
2021-02-14,2021-02-14,Fuel purchase,REF95575511,273.28,0.0,555058.3
2021-02-15,2021-02-15,"Project payment - Martin, Atkins and Khan",REF14982293,0.0,669.6,555727.9
2021-02-15,2021-02-15,Business insurance premium,REF67250470,171.46,0.0,555556.44
2021-02-15,2021-02-15,Service payment - Reynolds-Mckinney,REF18239833,0.0,1392.95,556949.39
2021-02-15,2021-02-15,"Payment from Martinez, Rose and Carter",REF65644915,0.0,1430.2,558379.59
2021-02-15,2021-02-15,Project payment - Horn and Sons,REF98835853,0.0,1185.56,559565.15
2021-02-15,2021-02-15,Service payment - Rogers Group,REF13570940,0.0,859.0,560424.15
2021-02-17,2021-02-17,Equipment Rental expense,REF56442722,279.63,0.0,560144.52
2021-02-18,2021-02-18,Business materials,REF28048203,573.32,0.0,559571.2
2021-02-19,2021-02-19,Subcontractors expense,REF39653624,543.72,0.0,559027.48
2021-02-19,2021-02-19,Business materials,REF97591394,603.35,0.0,558424.13
2021-02-25,2021-02-25,Business materials,REF28474442,677.47,0.0,557746.66
2021-02-28,2021-02-28,Payment from Reynolds-Mckinney,REF62047507,0.0,1283.68,559030.34
2021-02-28,2021-02-28,"Payment from Martin, Atkins and Khan",REF31009161,0.0,878.12,559908.46
2021-02-28,2021-02-28,"Service payment - Martinez, Rose and Carter",REF35886562,0.0,1468.97,561377.43
2021-02-28,2021-02-28,Project payment - Horn and Sons,REF46044250,0.0,1087.76,562465.19
2021-03-01,2021-03-01,Safety Equipment expense,REF54488070,61.92,0.0,562403.27
2021-03-03,2021-03-03,Fuel purchase,REF56255888,245.42,0.0,562157.85
2021-03-04,2021-03-04,Safety Equipment expense,REF42802067,119.98,0.0,562037.87
2021-03-08,2021-03-08,Business materials,REF67590196,540.19,0.0,561497.68
2021-03-12,2021-03-12,Business materials,REF56114963,1089.61,0.0,560408.07
2021-03-15,2021-03-15,Service payment - Reynolds-Mckinney,REF25248848,0.0,1553.47,561961.54
2021-03-15,2021-03-15,"Service payment - Martinez, Rose and Carter",REF98572490,0.0,1411.81,563373.35
2021-03-15,2021-03-15,Invoice payment - Horn and Sons,REF87613674,0.0,1396.37,564769.72
2021-03-15,2021-03-15,Subcontractors expense,REF38486545,1187.04,0.0,563582.68
2021-03-15,2021-03-15,Project payment - Rogers Group,REF18733562,0.0,1112.44,564695.12
2021-03-15,2021-03-15,"Payment from Martin, Atkins and Khan",REF10844230,0.0,917.24,565612.36
2021-03-15,2021-03-15,Business insurance premium,REF54860915,199.31,0.0,565413.05
2021-03-17,2021-03-17,Fuel purchase,REF68414126,450.03,0.0,564963.02
2021-03-18,2021-03-18,Permits Licenses expense,REF77629545,67.42,0.0,564895.6
2021-03-21,2021-03-21,Vehicle Maintenance expense,REF68294453,197.92,0.0,564697.68
2021-03-22,2021-03-22,Fuel purchase,REF35014831,197.73,0.0,564499.95
2021-03-27,2021-03-27,Business materials,REF62407698,1375.6,0.0,563124.35
2021-03-29,2021-03-29,Business materials,REF57056257,846.12,0.0,562278.23
2021-03-30,2021-03-30,Permits Licenses expense,REF42603488,69.91,0.0,562208.32
2021-03-30,2021-03-30,Payment from Reynolds-Mckinney,REF62889874,0.0,1981.52,564189.84
2021-03-30,2021-03-30,"Project payment - Martin, Atkins and Khan",REF42296715,0.0,1082.07,565271.91
2021-03-30,2021-03-30,"Payment from Martinez, Rose and Carter",REF78266963,0.0,1907.87,567179.78
2021-03-30,2021-03-30,Project payment - Rogers Group,REF83872113,0.0,984.77,568164.55
2021-03-30,2021-03-30,Service payment - Horn and Sons,REF94513855,0.0,1544.43,569708.98
2021-03-31,2021-03-31,Tools expense,REF97373859,89.25,0.0,569619.73
2021-04-05,2021-04-05,Business materials,REF22712810,884.45,0.0,568735.28
2021-04-07,2021-04-07,Fuel purchase,REF72993970,259.25,0.0,568476.03
2021-04-08,2021-04-08,Subcontractors expense,REF74322080,1341.85,0.0,567134.18
2021-04-10,2021-04-10,Tools expense,REF32705005,125.88,0.0,567008.3
2021-04-13,2021-04-13,Permits Licenses expense,REF12813568,141.34,0.0,566866.96
2021-04-15,2021-04-15,"Payment from Martin, Atkins and Khan",REF10568532,0.0,1060.35,567927.31
2021-04-15,2021-04-15,"Project payment - Martinez, Rose and Carter",REF10173950,0.0,1669.59,569596.9
2021-04-15,2021-04-15,Business insurance premium,REF99723275,237.95,0.0,569358.95
2021-04-15,2021-04-15,Payment from Reynolds-Mckinney,REF50308014,0.0,2655.57,572014.52
2021-04-15,2021-04-15,Service payment - Horn and Sons,REF37477950,0.0,1860.74,573875.26
2021-04-18,2021-04-18,Fuel purchase,REF90262965,394.49,0.0,573480.77
2021-04-18,2021-04-18,Tools expense,REF53861259,151.26,0.0,573329.51
2021-04-22,2021-04-22,Equipment Rental expense,REF23139314,302.63,0.0,573026.88
2021-04-29,2021-04-29,Subcontractors expense,REF46465955,1016.09,0.0,572010.79
2021-04-30,2021-04-30,Payment from Rogers Group,REF17767298,0.0,1385.15,573395.94
2021-04-30,2021-04-30,"Service payment - Martin, Atkins and Khan",REF69434611,0.0,976.32,574372.26
2021-04-30,2021-04-30,"Project payment - Martinez, Rose and Carter",REF28356876,0.0,2320.0,576692.26
2021-04-30,2021-04-30,Service payment - Horn and Sons,REF25016804,0.0,2186.28,578878.54
2021-04-30,2021-04-30,Service payment - Reynolds-Mckinney,REF81818114,0.0,1961.5,580840.04
2021-05-07,2021-05-07,Fuel purchase,REF26235060,444.33,0.0,580395.71
2021-05-09,2021-05-09,Subcontractors expense,REF75858581,1580.62,0.0,578815.09
2021-05-10,2021-05-10,Fuel purchase,REF73752404,473.84,0.0,578341.25
2021-05-13,2021-05-13,Subcontractors expense,REF10227521,1353.87,0.0,576987.38
2021-05-15,2021-05-15,Service payment - Horn and Sons,REF96893137,0.0,1819.63,578807.01
2021-05-15,2021-05-15,"Service payment - Martin, Atkins and Khan",REF85983063,0.0,1048.7,579855.71
2021-05-15,2021-05-15,Payment from Rogers Group,REF18685525,0.0,1095.72,580951.43
2021-05-15,2021-05-15,Service payment - Reynolds-Mckinney,REF33501030,0.0,2466.18,583417.61
2021-05-15,2021-05-15,Business insurance premium,REF14451461,233.53,0.0,583184.08
2021-05-16,2021-05-16,Safety Equipment expense,REF90796597,114.44,0.0,583069.64
2021-05-22,2021-05-22,Safety Equipment expense,REF51137905,79.98,0.0,582989.66
2021-05-27,2021-05-27,Permits Licenses expense,REF79468698,111.17,0.0,582878.49
2021-05-27,2021-05-27,Safety Equipment expense,REF75427640,74.46,0.0,582804.03
2021-05-27,2021-05-27,Equipment Rental expense,REF26632027,245.39,0.0,582558.64
2021-05-30,2021-05-30,Vehicle Maintenance expense,REF95565889,114.27,0.0,582444.37
2021-05-30,2021-05-30,"Invoice payment - Martinez, Rose and Carter",REF34685078,0.0,2725.61,585169.98
2021-05-30,2021-05-30,Payment from Rogers Group,REF14203538,0.0,1616.42,586786.4
2021-05-30,2021-05-30,"Invoice payment - Martin, Atkins and Khan",REF19764637,0.0,1071.03,587857.43
2021-05-30,2021-05-30,Service payment - Horn and Sons,REF30731155,0.0,1668.02,589525.45
2021-05-30,2021-05-30,Service payment - Reynolds-Mckinney,REF11045106,0.0,2475.38,592000.83
2021-06-02,2021-06-02,Vehicle Maintenance expense,REF16694026,264.16,0.0,591736.67
2021-06-04,2021-06-04,Safety Equipment expense,REF43449619,88.39,0.0,591648.28
2021-06-11,2021-06-11,Business materials,REF84472007,1190.13,0.0,590458.15
2021-06-13,2021-06-13,Vehicle Maintenance expense,REF57975683,254.76,0.0,590203.39
2021-06-15,2021-06-15,"Payment from Martin, Atkins and Khan",REF20769463,0.0,1165.21,591368.6
2021-06-15,2021-06-15,Service payment - Horn and Sons,REF70969683,0.0,2267.68,593636.28
2021-06-15,2021-06-15,Payment from Rogers Group,REF88253427,0.0,1576.66,595212.94
2021-06-15,2021-06-15,Invoice payment - Reynolds-Mckinney,REF70128628,0.0,2467.55,597680.49
2021-06-15,2021-06-15,Business insurance premium,REF76877400,267.35,0.0,597413.14
2021-06-19,2021-06-19,Fuel purchase,REF36534451,307.59,0.0,597105.55
2021-06-23,2021-06-23,Tools expense,REF82262373,109.05,0.0,596996.5
2021-06-27,2021-06-27,Business materials,REF81780754,1284.68,0.0,595711.82
2021-06-30,2021-06-30,Service payment - Horn and Sons,REF21614974,0.0,1209.93,596921.75
2021-06-30,2021-06-30,Payment from Rogers Group,REF32250037,0.0,1420.84,598342.59
2021-06-30,2021-06-30,"Payment from Martin, Atkins and Khan",REF62546622,0.0,1095.68,599438.27
2021-07-04,2021-07-04,Permits Licenses expense,REF81716249,92.78,0.0,599345.49
2021-07-06,2021-07-06,Business materials,REF22969721,1177.19,0.0,598168.3
2021-07-06,2021-07-06,Fuel purchase,REF76629310,505.09,0.0,597663.21
2021-07-06,2021-07-06,Subcontractors expense,REF27594144,676.53,0.0,596986.68
2021-07-10,2021-07-10,Business materials,REF22413148,870.74,0.0,596115.94
2021-07-15,2021-07-15,Business insurance premium,REF23434098,209.13,0.0,595906.81
2021-07-15,2021-07-15,"Invoice payment - Martinez, Rose and Carter",REF93578619,0.0,1985.59,597892.4
2021-07-15,2021-07-15,Equipment Rental expense,REF81594638,295.05,0.0,597597.35
2021-07-15,2021-07-15,Payment from Horn and Sons,REF75444799,0.0,1623.27,599220.62
2021-07-15,2021-07-15,Invoice payment - Reynolds-Mckinney,REF38156751,0.0,1735.14,600955.76
2021-07-15,2021-07-15,Payment from Rogers Group,REF96630326,0.0,1073.38,602029.14
2021-07-15,2021-07-15,"Project payment - Martin, Atkins and Khan",REF56509255,0.0,871.1,602900.24
2021-07-20,2021-07-20,Business materials,REF60693696,296.36,0.0,602603.88
2021-07-23,2021-07-23,Subcontractors expense,REF52471877,644.22,0.0,601959.66
2021-07-24,2021-07-24,Fuel purchase,REF61546783,369.98,0.0,601589.68
2021-07-26,2021-07-26,Equipment Rental expense,REF55586039,393.89,0.0,601195.79
2021-07-28,2021-07-28,Fuel purchase,REF24012530,475.43,0.0,600720.36
2021-07-29,2021-07-29,Safety Equipment expense,REF80914627,71.04,0.0,600649.32
2021-07-30,2021-07-30,"Project payment - Martin, Atkins and Khan",REF55215456,0.0,1270.78,601920.1
2021-07-30,2021-07-30,Payment from Rogers Group,REF84010042,0.0,987.32,602907.42
2021-07-30,2021-07-30,Project payment - Horn and Sons,REF99720859,0.0,2059.46,604966.88
2021-07-30,2021-07-30,"Payment from Martinez, Rose and Carter",REF32406635,0.0,1862.46,606829.34
2021-07-30,2021-07-30,Service payment - Reynolds-Mckinney,REF71738304,0.0,2081.03,608910.37
2021-08-01,2021-08-01,Business materials,REF45577586,1566.78,0.0,607343.59
2021-08-01,2021-08-01,Permits Licenses expense,REF22959951,146.15,0.0,607197.44
2021-08-02,2021-08-02,Business materials,REF86438622,434.37,0.0,606763.07
2021-08-05,2021-08-05,Vehicle Maintenance expense,REF88404413,152.0,0.0,606611.07
2021-08-06,2021-08-06,Business materials,REF16708021,972.91,0.0,605638.16
2021-08-09,2021-08-09,Safety Equipment expense,REF30024399,52.11,0.0,605586.05
2021-08-11,2021-08-11,Subcontractors expense,REF18717662,1847.54,0.0,603738.51
2021-08-12,2021-08-12,Fuel purchase,REF65976893,201.53,0.0,603536.98
2021-08-14,2021-08-14,Equipment Rental expense,REF87504391,666.03,0.0,602870.95
2021-08-15,2021-08-15,Business insurance premium,REF34796493,225.38,0.0,602645.57
2021-08-15,2021-08-15,Project payment - Horn and Sons,REF62988828,0.0,2169.4,604814.97
2021-08-15,2021-08-15,Service payment - Reynolds-Mckinney,REF26744593,0.0,2254.26,607069.23
2021-08-15,2021-08-15,"Project payment - Martinez, Rose and Carter",REF70795927,0.0,1547.31,608616.54
2021-08-15,2021-08-15,Payment from Rogers Group,REF88195793,0.0,967.91,609584.45
2021-08-15,2021-08-15,"Project payment - Martin, Atkins and Khan",REF50661265,0.0,1284.4,610868.85
2021-08-16,2021-08-16,Vehicle Maintenance expense,REF33648334,200.45,0.0,610668.4
2021-08-17,2021-08-17,Business materials,REF60566136,770.41,0.0,609897.99
2021-08-19,2021-08-19,Fuel purchase,REF53196118,325.27,0.0,609572.72
2021-08-20,2021-08-20,Equipment Rental expense,REF63002635,350.14,0.0,609222.58
2021-08-22,2021-08-22,Business materials,REF46217916,1219.2,0.0,608003.38
2021-08-26,2021-08-26,Fuel purchase,REF88864669,493.53,0.0,607509.85
2021-08-27,2021-08-27,Business materials,REF11117862,999.06,0.0,606510.79
2021-08-30,2021-08-30,Service payment - Rogers Group,REF35324332,0.0,1307.17,607817.96
2021-08-30,2021-08-30,"Project payment - Martinez, Rose and Carter",REF28604493,0.0,2115.49,609933.45
2021-08-30,2021-08-30,Invoice payment - Horn and Sons,REF29810406,0.0,1683.92,611617.37
2021-08-30,2021-08-30,Fuel purchase,REF10713296,118.39,0.0,611498.98
2021-08-30,2021-08-30,"Project payment - Martin, Atkins and Khan",REF53775969,0.0,788.81,612287.79
2021-08-30,2021-08-30,Payment from Reynolds-Mckinney,REF39559216,0.0,2172.1,614459.89
2021-09-02,2021-09-02,Tools expense,REF99265681,112.86,0.0,614347.03
2021-09-07,2021-09-07,Business materials,REF66233762,742.39,0.0,613604.64
2021-09-12,2021-09-12,Business materials,REF15781081,923.13,0.0,612681.51
2021-09-12,2021-09-12,Fuel purchase,REF39492677,417.07,0.0,612264.44
2021-09-15,2021-09-15,Business insurance premium,REF16798331,223.94,0.0,612040.5
2021-09-15,2021-09-15,Service payment - Rogers Group,REF95256537,0.0,1114.86,613155.36
2021-09-15,2021-09-15,"Invoice payment - Martinez, Rose and Carter",REF75112290,0.0,1870.81,615026.17
2021-09-15,2021-09-15,Invoice payment - Horn and Sons,REF17435413,0.0,1624.42,616650.59
2021-09-15,2021-09-15,"Project payment - Martin, Atkins and Khan",REF32558658,0.0,1132.32,617782.91
2021-09-16,2021-09-16,Subcontractors expense,REF47049023,1570.18,0.0,616212.73
2021-09-16,2021-09-16,Equipment Rental expense,REF48723410,458.86,0.0,615753.87
2021-09-18,2021-09-18,Subcontractors expense,REF12846729,860.17,0.0,614893.7
2021-09-20,2021-09-20,Tools expense,REF90503624,130.79,0.0,614762.91
2021-09-21,2021-09-21,Fuel purchase,REF86034163,296.35,0.0,614466.56
2021-09-26,2021-09-26,Tools expense,REF79958557,103.03,0.0,614363.53
2021-09-28,2021-09-28,Vehicle Maintenance expense,REF45629387,142.52,0.0,614221.01
2021-09-29,2021-09-29,Fuel purchase,REF99140624,306.38,0.0,613914.63
2021-09-29,2021-09-29,Business materials,REF57173777,706.23,0.0,613208.4
2021-09-30,2021-09-30,"Payment from Martinez, Rose and Carter",REF44937758,0.0,2357.45,615565.85
2021-09-30,2021-09-30,Project payment - Reynolds-Mckinney,REF44876295,0.0,1795.42,617361.27
2021-09-30,2021-09-30,"Payment from Martin, Atkins and Khan",REF65252576,0.0,930.26,618291.53
2021-09-30,2021-09-30,Invoice payment - Horn and Sons,REF62408980,0.0,1732.37,620023.9
2021-09-30,2021-09-30,Payment from Rogers Group,REF30839657,0.0,1092.98,621116.88
2021-09-30,2021-09-30,Tools expense,REF31783926,176.42,0.0,620940.46
2021-10-02,2021-10-02,Business materials,REF72061993,1240.77,0.0,619699.69
2021-10-02,2021-10-02,Fuel purchase,REF45934234,287.44,0.0,619412.25
2021-10-04,2021-10-04,Subcontractors expense,REF82985982,1480.64,0.0,617931.61
2021-10-04,2021-10-04,Fuel purchase,REF18589820,347.12,0.0,617584.49
2021-10-06,2021-10-06,Fuel purchase,REF30642534,299.97,0.0,617284.52
2021-10-11,2021-10-11,Fuel purchase,REF44620177,211.56,0.0,617072.96
2021-10-13,2021-10-13,Subcontractors expense,REF76979973,1119.59,0.0,615953.37
2021-10-15,2021-10-15,Business insurance premium,REF33895970,195.96,0.0,615757.41
2021-10-15,2021-10-15,Business materials,REF74194415,884.49,0.0,614872.92
2021-10-15,2021-10-15,"Invoice payment - Martin, Atkins and Khan",REF85324465,0.0,918.74,615791.66
2021-10-15,2021-10-15,Project payment - Horn and Sons,REF93635722,0.0,1746.15,617537.81
2021-10-16,2021-10-16,Business materials,REF90864930,957.02,0.0,616580.79
2021-10-20,2021-10-20,Business materials,REF92987075,1019.91,0.0,615560.88
2021-10-22,2021-10-22,Tools expense,REF30913371,111.17,0.0,615449.71
2021-10-23,2021-10-23,Subcontractors expense,REF42893574,769.71,0.0,614680.0
2021-10-24,2021-10-24,Fuel purchase,REF77800856,244.79,0.0,614435.21
2021-10-30,2021-10-30,"Project payment - Martin, Atkins and Khan",REF10173801,0.0,725.8,615161.01
2021-10-30,2021-10-30,Project payment - Reynolds-Mckinney,REF13198107,0.0,1681.74,616842.75
2021-10-30,2021-10-30,Invoice payment - Horn and Sons,REF31475049,0.0,1109.54,617952.29
2021-10-30,2021-10-30,"Payment from Martinez, Rose and Carter",REF73862586,0.0,2159.8,620112.09
2021-10-30,2021-10-30,Invoice payment - Rogers Group,REF75562343,0.0,1529.97,621642.06
2021-11-03,2021-11-03,Permits Licenses expense,REF16262370,32.92,0.0,621609.14
2021-11-03,2021-11-03,Equipment Rental expense,REF28051010,193.16,0.0,621415.98
2021-11-06,2021-11-06,Permits Licenses expense,REF98053743,74.05,0.0,621341.93
2021-11-07,2021-11-07,Subcontractors expense,REF48594199,776.7,0.0,620565.23
2021-11-08,2021-11-08,Business materials,REF27535604,444.36,0.0,620120.87
2021-11-13,2021-11-13,Permits Licenses expense,REF69159775,59.46,0.0,620061.41
2021-11-15,2021-11-15,Business insurance premium,REF30278874,142.31,0.0,619919.1
2021-11-15,2021-11-15,Project payment - Horn and Sons,REF63045312,0.0,1040.05,620959.15
2021-11-15,2021-11-15,"Project payment - Martin, Atkins and Khan",REF76709845,0.0,780.85,621740.0
2021-11-15,2021-11-15,Invoice payment - Rogers Group,REF97094256,0.0,713.68,622453.68
2021-11-15,2021-11-15,Payment from Reynolds-Mckinney,REF46898469,0.0,1080.58,623534.26
2021-11-17,2021-11-17,Equipment Rental expense,REF58441365,369.22,0.0,623165.04
2021-11-18,2021-11-18,Business materials,REF94658427,859.16,0.0,622305.88
2021-11-27,2021-11-27,Equipment Rental expense,REF66950078,235.18,0.0,622070.7
2021-11-30,2021-11-30,"Service payment - Martin, Atkins and Khan",REF33589980,0.0,556.01,622626.71
2021-11-30,2021-11-30,Service payment - Horn and Sons,REF22597731,0.0,1214.77,623841.48
2021-11-30,2021-11-30,Payment from Reynolds-Mckinney,REF33369884,0.0,1415.89,625257.37
2021-11-30,2021-11-30,Fuel purchase,REF68331863,199.71,0.0,625057.66
2021-11-30,2021-11-30,"Service payment - Martinez, Rose and Carter",REF65369072,0.0,1779.94,626837.6
2021-11-30,2021-11-30,Service payment - Rogers Group,REF16068866,0.0,790.34,627627.94
2021-12-01,2021-12-01,Vehicle Maintenance expense,REF87835151,94.34,0.0,627533.6
2021-12-01,2021-12-01,Permits Licenses expense,REF52734024,60.16,0.0,627473.44
2021-12-05,2021-12-05,Business materials,REF27817774,788.1,0.0,626685.34
2021-12-09,2021-12-09,Business materials,REF81406439,361.3,0.0,626324.04
2021-12-09,2021-12-09,Tools expense,REF40106400,42.97,0.0,626281.07
2021-12-11,2021-12-11,Tools expense,REF58182185,69.49,0.0,626211.58
2021-12-11,2021-12-11,Permits Licenses expense,REF60490809,49.58,0.0,626162.0
2021-12-11,2021-12-11,Fuel purchase,REF28342194,197.4,0.0,625964.6
2021-12-15,2021-12-15,Business insurance premium,REF40579398,113.75,0.0,625850.85
2021-12-15,2021-12-15,"Project payment - Martin, Atkins and Khan",REF36019446,0.0,552.59,626403.44
2021-12-15,2021-12-15,Service payment - Horn and Sons,REF82174613,0.0,878.25,627281.69
2021-12-15,2021-12-15,Business materials,REF55793315,193.67,0.0,627088.02
2021-12-15,2021-12-15,"Service payment - Martinez, Rose and Carter",REF21491944,0.0,1157.19,628245.21
2021-12-15,2021-12-15,Project payment - Reynolds-Mckinney,REF74457578,0.0,909.89,629155.1
2021-12-15,2021-12-15,Project payment - Rogers Group,REF60252478,0.0,610.79,629765.89
2021-12-16,2021-12-16,Business materials,REF12277579,442.39,0.0,629323.5
2021-12-21,2021-12-21,Fuel purchase,REF32133779,215.7,0.0,629107.8
2021-12-22,2021-12-22,Business materials,REF43284345,412.08,0.0,628695.72
2021-12-25,2021-12-25,Equipment Rental expense,REF35016961,286.66,0.0,628409.06
2021-12-28,2021-12-28,Fuel purchase,REF50284613,258.19,0.0,628150.87
2021-12-30,2021-12-30,"Invoice payment - Martinez, Rose and Carter",REF35228963,0.0,1173.18,629324.05
2021-12-30,2021-12-30,Project payment - Rogers Group,REF96316406,0.0,760.88,630084.93
2021-12-30,2021-12-30,Service payment - Horn and Sons,REF40620873,0.0,871.0,630955.93
2021-12-30,2021-12-30,"Payment from Martin, Atkins and Khan",REF41794552,0.0,439.3,631395.23
2021-12-30,2021-12-30,Project payment - Reynolds-Mckinney,REF25633193,0.0,1056.33,632451.56
2022-01-01,2022-01-01,Vehicle Maintenance expense,REF44635280,80.77,0.0,632370.79
2022-01-02,2022-01-02,Permits Licenses expense,REF86724805,39.08,0.0,632331.71
2022-01-03,2022-01-03,Safety Equipment expense,REF83147739,61.38,0.0,632270.33
2022-01-04,2022-01-04,Vehicle Maintenance expense,REF92880780,109.38,0.0,632160.95
2022-01-04,2022-01-04,Fuel purchase,REF49099310,263.3,0.0,631897.65
2022-01-06,2022-01-06,Tools expense,REF22091202,32.91,0.0,631864.74
2022-01-06,2022-01-06,Fuel purchase,REF96140713,243.0,0.0,631621.74
2022-01-12,2022-01-12,Vehicle Maintenance expense,REF79193034,99.88,0.0,631521.86
2022-01-14,2022-01-14,Tools expense,REF15275753,48.62,0.0,631473.24
2022-01-15,2022-01-15,Service payment - Rogers Group,REF41977963,0.0,680.14,632153.38
2022-01-15,2022-01-15,"Payment from Martin, Atkins and Khan",REF59425728,0.0,727.81,632881.19
2022-01-15,2022-01-15,"Service payment - Martinez, Rose and Carter",REF35660918,0.0,1382.69,634263.88
2022-01-15,2022-01-15,Service payment - Reynolds-Mckinney,REF21229161,0.0,1342.31,635606.19
2022-01-15,2022-01-15,Business insurance premium,REF43063294,138.15,0.0,635468.04
2022-01-15,2022-01-15,Vehicle Maintenance expense,REF38448275,94.5,0.0,635373.54
2022-01-20,2022-01-20,Business materials,REF67332479,688.8,0.0,634684.74
2022-01-21,2022-01-21,Safety Equipment expense,REF38321358,84.72,0.0,634600.02
2022-01-23,2022-01-23,Fuel purchase,REF80076461,193.25,0.0,634406.77
2022-01-23,2022-01-23,Tools expense,REF61861850,68.34,0.0,634338.43
2022-01-26,2022-01-26,Fuel purchase,REF58684827,271.7,0.0,634066.73
2022-01-27,2022-01-27,Fuel purchase,REF22673404,177.67,0.0,633889.06
2022-01-29,2022-01-29,Equipment Rental expense,REF39324241,254.77,0.0,633634.29
2022-01-30,2022-01-30,"Invoice payment - Martin, Atkins and Khan",REF25277524,0.0,756.6,634390.89
2022-01-30,2022-01-30,"Invoice payment - Martinez, Rose and Carter",REF20962905,0.0,1143.94,635534.83
2022-01-30,2022-01-30,Invoice payment - Horn and Sons,REF18677566,0.0,866.76,636401.59
2022-01-30,2022-01-30,Project payment - Reynolds-Mckinney,REF81966177,0.0,1321.42,637723.01
2022-02-01,2022-02-01,Fuel purchase,REF68095544,256.88,0.0,637466.13
2022-02-06,2022-02-06,Equipment Rental expense,REF81542924,372.65,0.0,637093.48
2022-02-07,2022-02-07,Business materials,REF13960055,905.21,0.0,636188.27
2022-02-09,2022-02-09,Permits Licenses expense,REF28869890,60.89,0.0,636127.38
2022-02-10,2022-02-10,Business materials,REF17149679,519.21,0.0,635608.17
2022-02-13,2022-02-13,Business materials,REF55822282,847.38,0.0,634760.79
2022-02-15,2022-02-15,Service payment - Horn and Sons,REF59112133,0.0,1275.06,636035.85
2022-02-15,2022-02-15,Project payment - Reynolds-Mckinney,REF92769754,0.0,1100.94,637136.79
2022-02-15,2022-02-15,"Payment from Martin, Atkins and Khan",REF87926331,0.0,929.58,638066.37
2022-02-15,2022-02-15,Business insurance premium,REF55220935,147.67,0.0,637918.7
2022-02-15,2022-02-15,"Payment from Martinez, Rose and Carter",REF75747630,0.0,1414.4,639333.1
2022-02-15,2022-02-15,Service payment - Rogers Group,REF89977046,0.0,900.08,640233.18
2022-02-17,2022-02-17,Tools expense,REF89481337,95.02,0.0,640138.16
2022-02-26,2022-02-26,Vehicle Maintenance expense,REF68653382,210.92,0.0,639927.24
2022-02-28,2022-02-28,Service payment - Rogers Group,REF29510105,0.0,926.39,640853.63
2022-02-28,2022-02-28,"Payment from Martinez, Rose and Carter",REF27460901,0.0,1593.64,642447.27
2022-02-28,2022-02-28,"Project payment - Martin, Atkins and Khan",REF86899299,0.0,750.72,643197.99
2022-02-28,2022-02-28,Project payment - Horn and Sons,REF74906532,0.0,1153.63,644351.62
2022-02-28,2022-02-28,Invoice payment - Reynolds-Mckinney,REF23638414,0.0,1179.3,645530.92
2022-03-03,2022-03-03,Equipment Rental expense,REF70094679,570.08,0.0,644960.84
2022-03-08,2022-03-08,Tools expense,REF37195721,205.83,0.0,644755.01
2022-03-08,2022-03-08,Safety Equipment expense,REF50048033,75.46,0.0,644679.55
2022-03-09,2022-03-09,Subcontractors expense,REF53625511,753.53,0.0,643926.02
2022-03-15,2022-03-15,Service payment - Reynolds-Mckinney,REF63053360,0.0,2147.92,646073.94
2022-03-15,2022-03-15,Project payment - Horn and Sons,REF50432963,0.0,1481.84,647555.78
2022-03-15,2022-03-15,"Payment from Martinez, Rose and Carter",REF76521648,0.0,1557.03,649112.81
2022-03-15,2022-03-15,"Payment from Martin, Atkins and Khan",REF87963822,0.0,931.44,650044.25
2022-03-15,2022-03-15,Invoice payment - Rogers Group,REF28206230,0.0,1093.21,651137.46
2022-03-15,2022-03-15,Business insurance premium,REF50761341,203.9,0.0,650933.56
2022-03-25,2022-03-25,Business materials,REF17546249,1315.89,0.0,649617.67
